Created On,Latest Update,Title,Info,Card Log,Labels,List,URLs,Members
2017-11-07T20:56:22.789Z,2018-02-27T00:17:19.314Z,[Archived] Joining a voice channel causes a infinite reload loop,"Reported by Starshine Dust#2189

####Steps to reproduce:
- update to Build 6926 
- connect to a voice channel

####Expected result:
You join a voice channel and can use Discord normally
####Actual result:
it goes into a infinite reload loop
####Client settings:
Discord Canary 0.0.25 ( Build 6926 )
####System settings:
Ubuntu 17.04/Linux 4.10

6169","### Archived by Mike Nisbet on 2018-02-27T00:17:19.317Z


### Archiving due to age and no activity. - Mike Nisbet on 2018-02-27T00:17:17.552Z


### Fixed a long time ago - Jared on 2018-01-06T02:53:46.796Z


### Moved from Discord Verified Bugs to Verified Fixed by Jared on 2018-01-06T02:53:37.225Z


### Can reproduce.
Canary 0..27

TheMasteredPanda#5042 - Bug Bot on 2017-11-08T19:12:33.662Z


### Can reproduce.
Arch Linux x64, Canary 0.0.25 Build 6926

NovaFox#9749 - Bug Bot on 2017-11-08T14:43:20.517Z


### Not fixed on Canary 0.0.27 Build 6985. After some research, it seems that the client is attempting to FAST CONNECT with the wrong gatewayURL mismatch: wss://gateway.discord.gg/?encoding=etf&v=6&compress=zlib-stream !== wss://gateway.discord.gg/?encoding=json&v=6&compress=zlib-stream

DeJay#3628 - Bug Bot on 2017-11-08T14:37:40.372Z


### Moved from User Reported to Discord Verified Bugs by Jared on 2017-11-08T03:57:19.836Z


### Not fixed in 0.0.26 -- <@297760521590145024>

SilverMight#1302 - Bug Bot on 2017-11-07T21:09:40.552Z


### Can reproduce.
Linux Mint 18.2/4.4.0, Canary 0.0.26 (Build 6926)

Brianna💛#4109 - Bug Bot on 2017-11-07T21:09:02.542Z


### Can reproduce.
Debian 9 x64/Linux 4.9, KDE 5.28.0, Discord Canary 0.0.25

sadaharu#3422 - Bug Bot on 2017-11-07T21:03:35.075Z


### Can reproduce.
!storeinfo

sadaharu#3422 - Bug Bot on 2017-11-07T21:02:54.749Z


### Can reproduce.
Linux mint 17.3/4.2.0-22 Canary 0.0.25 build 6926

mark9064#4401 - Bug Bot on 2017-11-07T21:00:52.389Z


### Can reproduce.
Arch Linux x64, Canary 0.0.25 Build 6926

SilverMight#1302 - Bug Bot on 2017-11-07T20:57:58.310Z


### Can reproduce.
CR, Ubuntu 16.04 LTS, Asus Netbook F551C, Intel Core i3 64bits Discord Canary Build 6926

Alex1304#9704 - Bug Bot on 2017-11-07T20:56:40.183Z


### Can reproduce.
CR, Ubuntu 17.10/Linux 4.13, Canary 0.0.25 (Build 6926)

juj#5114 - Bug Bot on 2017-11-07T20:56:35.163Z


### Can reproduce.
Kubuntu 17.10 x64, Canary 0.0.25 Build 6926

kiroma#1608 - Bug Bot on 2017-11-07T20:56:30.153Z


### Added by Bug Bot on 2017-11-07T20:56:22.789Z","P1: Severe,
On Github",Verified Fixed,"Long: https://trello.com/c/Dsu76DKP/43-joining-a-voice-channel-causes-a-infinite-reload-loop
Short: https://trello.com/c/Dsu76DKP",None
2017-11-08T00:36:33.231Z,2018-08-03T12:47:27.189Z,Discord hangs on blank windows when pass SIGTERM,"Reported by mark9064#4401

####Steps to reproduce:Run killall -s TERM DiscordCanary

####Expected result:
Discord exits cleanly
####Actual result:
Discord hangs with multiple grey boxes. I am reporting this as this could be the root cause of crashes under GNOME when trying to quit discord. These crashes give a similar behaviour to what happens when you pass SIGTERM to discord processes.
####Client settings:
Discord Canary 0.024 Build 6581
####System settings:
Linux Mint 17.3/4.2.0-22-generic

5963","### Can reproduce.
ArchLinux x64 - Linux Kernel 4.17.11-1 - GNOME 3.28.2 - Discord Canary Build 20644

Frances Picard#6209 - Bug Bot on 2018-08-03T12:47:27.190Z


### Can reproduce.
Discord Stable 0.0.4 build 13537, openSUSE Tumbleweed 20180410.  About 1/10 times that I close Discord, it tries to restart itself.  Note: SIGTERM is the normal way of closing processes on Linux, so this actually has a chance of happening every time Discord is closed and not just through abnormal methods.

simonizor#0420 - Bug Bot on 2018-04-14T19:12:05.954Z


### Can reproduce.
4.13.12-1-ARCH x86_64 GNU/Linux, Canary Build ( 7460 )

Feanor#2954 - Bug Bot on 2017-11-17T11:44:03.312Z


### Can reproduce.
Debian Buster, Discord Canary 0.0.27 , had to xkill the blank window

notonewith#5354 - Bug Bot on 2017-11-09T20:51:32.612Z


### Can reproduce.
Linux Mint 18 + Openbox / Discord Canary 0.0.27

cloudrac3r#5547 - Bug Bot on 2017-11-09T04:47:25.199Z


### Moved from User Reported to Discord Verified Bugs by Clayton on 2017-11-08T21:10:39.715Z


### Can reproduce.
CR Ubuntu 17.04, Canary 0.0.27

IcyPebbles#5833 - Bug Bot on 2017-11-08T00:36:50.607Z


### Can reproduce.
CR, Ubuntu 17.04 GNOME, Canary 0.0.27 (Build 6943)

DeJay#3628 - Bug Bot on 2017-11-08T00:36:45.610Z


### Can reproduce.
CR, even though I can't repro 5925, weird. Ubuntu 17.10/Linux 4.13, Canary 0.0.24 (Build 6799)

juj#5114 - Bug Bot on 2017-11-08T00:36:40.580Z


### DeJay#3628 - https://trello-attachments.s3.amazonaws.com/5846f7fdfa2f44d1f47267b0/5a025191a23c23465d4fc1c2/fbd48c22928a2078384770ded5671b36/image.png added by Bug Bot on 2017-11-08T00:36:35.800Z


### Added by Bug Bot on 2017-11-08T00:36:33.231Z","P2: Can wait awhile,
low",Discord Verified Bugs,"Long: https://trello.com/c/lQ5pkgsV/44-discord-hangs-on-blank-windows-when-pass-sigterm
Short: https://trello.com/c/lQ5pkgsV",None
2017-11-08T01:17:22.039Z,2018-01-06T02:43:34.976Z,Double scrollbars/vertical lines appear next to scrollbars depending on GTK theme and zoom level,"Reported by Psy-Q#3076

####Steps to reproduce:
- Use Plasma desktop environment 
- Choose the default GTK3 theme (Breeze) as GTK theme in Settings -> Application Style 
- Start Firefox, look at any Discord server where scrollbars would appear (chat, userlist or channel list need to be long enough to scroll)

####Expected result:
The style should look roughly the same as with the Electron app (no white vertical lines next to scrollbars, no double scrollbars)
####Actual result:
With a light Breeze color setting and a dark Discord theme setting, light grey vertical lines appear next to all custom scrollbars in Discord. When the page is zoomed out, a second set of scrollbars becomes visible next to the Discord custom ones
####Client settings:
Current web version
####System settings:
Debian 9, Plasma 5.8.4, gtk3-engines-breeze 5.8.4, Firefox 56.0.2.

5994","### Moved from User Reported to Discord Verified Bugs by Clayton on 2017-11-08T20:59:27.185Z


### Verified.  - Clayton on 2017-11-08T20:59:21.047Z


### Can reproduce.
CR Firefox 54.0, Kubuntu 16.04

IcyPebbles#5833 - Bug Bot on 2017-11-08T01:17:29.414Z


### Added by Bug Bot on 2017-11-08T01:17:22.039Z","P3: Will eventually be fixed,
mid",Discord Verified Bugs,"Long: https://trello.com/c/LE5oZrua/45-double-scrollbars-vertical-lines-appear-next-to-scrollbars-depending-on-gtk-theme-and-zoom-level
Short: https://trello.com/c/LE5oZrua",None
2017-11-10T13:12:55.040Z,2018-02-27T00:17:38.956Z,[Archived] Linux Settings panel title says 'Windows Settings' when entered,"Reported by Iota#1651

####Steps to reproduce:
- Go into user settings 
- Click Linux settings 
- Look at title

####Expected result:
Title should be Linux settings both in tab title and panel title
####Actual result:
'Windows Settings'
####Client settings:
Latest Linux DC
####System settings:
Ubuntu 17.10 x64

6228","### Archived by Mike Nisbet on 2018-02-27T00:17:38.958Z


### Archiving due to age and no activity. - Mike Nisbet on 2018-02-27T00:17:38.165Z


### Moved from User Reported to Verified Fixed by Clayton on 2018-01-07T08:37:18.460Z


### Fixed.  - Clayton on 2018-01-07T08:37:15.707Z


### Can't reproduce.
4.13.12-1-ARCH x86_64 GNU/Linux, Canary Build ( 7460 )

Feanor#2954 - Bug Bot on 2017-11-17T11:37:35.034Z


### Can't reproduce.
!storeinfo

OfficialBAMM#8049 - Bug Bot on 2017-11-11T17:07:09.990Z


### Can't reproduce.
Can't Repro, seems to have been fixed in Canary 0.0.28 (or a recent build)

Noahkiq#0493 - Bug Bot on 2017-11-11T00:16:55.887Z


### Can reproduce.
Arch Linux x64, Discord Canary 0.0.27

NovaFox#9749 - Bug Bot on 2017-11-10T14:18:19.443Z


### Can reproduce.
CR, Linux Mint 18.2 Canary 7063

tomGER#7462 - Bug Bot on 2017-11-10T13:13:12.303Z


### Can reproduce.
CR Linux mint 17.3/4.2.0-22, Canary 0.0.27 build 7052

mark9064#4401 - Bug Bot on 2017-11-10T13:13:07.306Z


### Can reproduce.
CR, Ubuntu 17.04/Linux 4.10, Discord Canary 0.0.27 ( Build 7063 )

Starshine Dust#2189 - Bug Bot on 2017-11-10T13:13:02.340Z


### Added by Bug Bot on 2017-11-10T13:12:55.040Z",P3: Will eventually be fixed,Verified Fixed,"Long: https://trello.com/c/ol76QmoI/46-linux-settings-panel-title-says-windows-settings-when-entered
Short: https://trello.com/c/ol76QmoI",None
2017-11-22T22:43:36.564Z,2018-03-23T20:54:07.675Z,"First startup after a clean install will cause a crash-hang due to missing config folder, second try will start up normally.","Reported by kiroma#1608

####Steps to reproduce:
- Uninstall discord 
- Delete the discord config folder 
- Reinstall discord 
- Start discord 
- (Alternate method) Shut down discord 
- Delete the discord config folder 
- Attempt to start up discord

####Expected result:
Discord creates the directory and starts up normally.
####Actual result:
Discord crashed while attempting to find icons in the directory before creating it, causing it to hang.
####Client settings:
Canary 7194
####System settings:
Kubuntu 17.10 x64

6338","### Moved from Discord Verified Bugs to Verified Fixed by Clayton on 2018-03-23T20:54:07.650Z


### Can no longer reproduce.  - Clayton on 2018-03-23T20:54:04.680Z


### Moved from User Reported to Discord Verified Bugs by Clayton on 2018-01-08T11:50:45.194Z


### Verified.  - Clayton on 2018-01-08T11:50:42.552Z


### Can reproduce.
ArchLinux x64, Canary build: 7653

OfficialBAMM#8049 - Bug Bot on 2017-11-24T09:33:43.738Z


### Can reproduce.
It's been sitting here for a while, can reproduce, Kubuntu 17.04

IcyPebbles#5833 - Bug Bot on 2017-11-22T22:43:48.868Z


### Can reproduce.
Mint 18 Cinnamon x64 , Canary build 7342

Mikesky#3456 - Bug Bot on 2017-11-22T22:43:43.922Z


### Added by Bug Bot on 2017-11-22T22:43:36.564Z","P1: Severe,
mid",Verified Fixed,"Long: https://trello.com/c/DXWmtAyt/47-first-startup-after-a-clean-install-will-cause-a-crash-hang-due-to-missing-config-folder-second-try-will-start-up-normally
Short: https://trello.com/c/DXWmtAyt",None
2017-12-12T18:10:11.405Z,2018-01-10T00:12:27.785Z,Clicking notifications do not open Discord. Note that they removed the system tray in Gnome recently.,"Reported by mymindstorm#5453

####Steps to reproduce:
- Open Discord and close it to run in the background  
-  Receive a message from someone else 
- Open notification tray and click notification

####Expected result:
Discord window opens
####Actual result:
Notifiation disapears
####Client settings:
Linux  0.0.2
####System settings:
Fedora 27 Gnome

6586","### Moved from User Reported to Discord Verified Bugs by Clayton on 2018-01-07T08:39:08.694Z


### Verified.  - Clayton on 2018-01-07T08:39:04.613Z


### Can reproduce.
CR, Ubuntu 17.10, Discord Canary 0.0.32 (Build 8464)

Starshine Dust#2189 - Bug Bot on 2017-12-12T18:10:29.046Z


### Can reproduce.
CR, Discord Canary Build 8409, Ubuntu 17.10

Anorak#5830 - Bug Bot on 2017-12-12T18:10:23.854Z


### Can reproduce.
CR, Build 8227 Zorin OS (Ubuntu 16.04)

Dropheart#6441 - Bug Bot on 2017-12-12T18:10:18.910Z


### Added by Bug Bot on 2017-12-12T18:10:11.405Z","P2: Can wait awhile,
mid",Discord Verified Bugs,"Long: https://trello.com/c/yvs3nSdS/48-clicking-notifications-do-not-open-discord-note-that-they-removed-the-system-tray-in-gnome-recently
Short: https://trello.com/c/yvs3nSdS",None
2017-12-15T13:01:07.972Z,2018-07-03T06:06:37.093Z,"Right click icon to log out, locks discord after couple attemps.","Reported by The Synthasist#1063

####Steps to reproduce:
- Step 1 
- Right Click Discord Icon, choose logout -

####Expected result:
You should see discord shutdown and close.
####Actual result:
First attempt, it opens a secondary window, and then relogs you back in. Second attempt to try to shut down discord, and it locks up. Two windows are there. Client is locked up, not possible to shut down, unless I reboot linux or log out of linux session.
####Client settings:
Not sure, all I see is Discord Nitro. Unknown what version this is.
####System settings:
Linux Mint Cinnamon 18.3.

6740","### Moved from Discord Verified Bugs to Claimed Fixed by Ghoul on 2018-07-03T06:06:37.072Z


### I was not able to reproduce this bug as of Discord Canary Build 18108. My Discord client shuts down normally without any issues, and it did not lock up in any way or form. I used Ubuntu 18.04 LTS for this bug.

Because I was not able to reproduce this bug, I am moving this to Claimed Fixed. - Ghoul on 2018-07-03T06:06:26.670Z


### Can reproduce.
Arch 
linux kernel 4.15.3-1 
plasma-desktop 5.12.1-1 
Closing any way including ksystem manager reproduces the results.

TrillKnight#9163 - Bug Bot on 2018-02-16T04:53:53.200Z


### Can reproduce.
Issue related to libatomic; issue disappears if you uninstall libatomic

Asahammer#7610 - Bug Bot on 2018-01-23T16:18:10.057Z


### Can reproduce.
Fedora 27 KDE

Asahammer#7610 - Bug Bot on 2018-01-23T16:15:08.433Z


### Can reproduce.
Discord 0.0.4 running as a flatpak (https://github.com/flathub/com.discordapp.Discord) on ArchLinux with Gnome as desktop environment

KK#4270 - Bug Bot on 2018-01-20T14:39:00.728Z


### Moved from User Reported to Discord Verified Bugs by Clayton on 2018-01-07T07:31:28.464Z


### Verified.  - Clayton on 2018-01-07T07:31:25.399Z


### Can still repreoduce, repro steps invalid though. Canary 9280 0.0.44
Linux Ubuntu 16.04.2

Proper repro steps:

 - Log out from your Discord account from the user settings.
 - Quit Discord from the tray menu or taskbar.
 - Observe - Tarek on 2018-01-06T03:56:26.135Z


### Can reproduce.
Discord Canary 8612 on Linux Ubuntu 16.04.2

Tarek1337#0379 - Bug Bot on 2017-12-15T13:01:25.317Z


### Can reproduce.
Could repro whild Discord was busy (like loading), Discord Canary Build 8409, Ubuntu 17.10

Anorak#5830 - Bug Bot on 2017-12-15T13:01:20.274Z


### Can reproduce.
CR, Archlinux 4.13, Discord Canary 0.0.31 (Build 7913) -- It doesn't happen every time. Force killing the process closes it.

Starshine Dust#2189 - Bug Bot on 2017-12-15T13:01:15.338Z


### Added by Bug Bot on 2017-12-15T13:01:07.972Z","P1: Severe,
low",Claimed Fixed,"Long: https://trello.com/c/o2AzD0Wg/49-right-click-icon-to-log-out-locks-discord-after-couple-attemps
Short: https://trello.com/c/o2AzD0Wg",None
2017-12-16T15:34:10.256Z,2018-01-07T08:31:17.827Z,Broken download link for discord-canary in the updater,"Reported by KhaaZ#2030

####Steps to reproduce:
- Update discord-canary using the updater 
- Follow the link in the updater

####Expected result:
-> Starting the download and auto downloading the  file
####Actual result:
-> Error saying that the file is not found. I had to go through Disocrd-linux download link
####Client settings:
Discord Canary (last version-0.3.5?) (happened when updating to 0.3.4).
####System settings:
Linux - Debian 9.

7119","### Moved from User Reported to Cannot Reproduce. by Clayton on 2018-01-07T08:31:17.793Z


### Can no longer repro.  - Clayton on 2018-01-07T08:31:13.930Z


### Can reproduce.
CR, Arch Linux x86_64 (kernel: 4.14-5-1), Dell Inspiron 3521. Happens with lower versions of discord-canary.

dotnetfox //Anisia Platonova#0878 - Bug Bot on 2017-12-16T21:49:57.381Z


### Can reproduce.
Linux Mint 18.3 Cinnamon 64-bit

Ottomated#8905 - Bug Bot on 2017-12-16T17:45:46.952Z


### Can reproduce.
CR, From update to 0.0.35 to 0.0.36,  Ubuntu 16.04 LTS, Asus Netbook F551C, Intel Core i3 64bits

Alex1304#9704 - Bug Bot on 2017-12-16T15:34:27.816Z


### Can reproduce.
CR, Arch Linux 4.14, Discord Canary 0.0.34-0.0.36

Joseph#8035 - Bug Bot on 2017-12-16T15:34:22.802Z


### Can reproduce.
CR, Ubuntu Studio 17.10. Happens since the 0.0.34 or 35 update to all updates.  -- ""canary"" is replaced by ""undefinied"" in the donwload link https://discordapp.com/api/download/canary?platform=linux

Starshine Dust#2189 - Bug Bot on 2017-12-16T15:34:17.793Z


### Added by Bug Bot on 2017-12-16T15:34:10.256Z","P2: Can wait awhile,
mid",Cannot Reproduce.,"Long: https://trello.com/c/ETtd68fO/50-broken-download-link-for-discord-canary-in-the-updater
Short: https://trello.com/c/ETtd68fO",None
2017-12-16T23:34:43.607Z,2018-01-13T09:58:50.552Z,Left clicking updater window hides it,"Reported by Xiazee#7377

####Steps to reproduce:
- Be on an older version 
- Start discord 
- Left click anywhere on the updater dialog that pops up

####Expected result:
Should let you use the dropdown and click the button
####Actual result:
The window disappears when left clicked. It's still possible to bring the window back from task manager. Issue does not happen when clicking with middle mouse button, which lets you press the buttons on Kubuntu atleast.
####Client settings:
When updating to 0.0.3, both from 0.0.1 and 0.0.2
####System settings:
Kubuntu 17.10 (Heard it's also present on KDE Mint)

6957","### Can reproduce.
Mint 18.2, KDE Plasma 5.8.8, Linux 4.8.0-53-generic amd64 -- Still happens when updating from 0.0.3 to 0.0.4

outfrost#5543 - Bug Bot on 2018-01-13T09:58:50.554Z


### Moved from User Reported to Cannot Reproduce. by Clayton on 2018-01-09T23:51:03.037Z


### Cannot reproduce.  - Clayton on 2018-01-09T23:50:57.865Z


### Unarchived by Clayton on 2018-01-09T23:50:55.910Z


### Archived by Clayton on 2018-01-09T23:50:48.589Z


### Can reproduce.
Canary, Arch Linux + KDE Plasma 5

Bytewave#4055 - Bug Bot on 2017-12-19T01:32:20.209Z


### Can reproduce.
Canary and Stable, Arch with KDE Plasma 5, Linux 4.14 -- would agree with Starshine Dust

bloor#1988 - Bug Bot on 2017-12-19T00:14:26.532Z


### Can reproduce.
Canary .34->35 Opensuse tumbleweed KDE -- holding RMB does allow some manipulation.

moozaad#2603 - Bug Bot on 2017-12-17T09:33:56.630Z


### Can reproduce.
CR, Kubuntu 17.10 KDE

RadioactiveHydra#2570 - Bug Bot on 2017-12-16T23:35:00.903Z


### Can reproduce.
CR, Kubuntu 17.10

kiroma#1608 - Bug Bot on 2017-12-16T23:34:55.886Z


### Can reproduce.
CR, Kubuntu 17.10/Linux 4.13, update from canary 0.0.34 to 0.0.35 -- Seems like this bug is KDE only

Starshine Dust#2189 - Bug Bot on 2017-12-16T23:34:50.878Z


### Added by Bug Bot on 2017-12-16T23:34:43.607Z","P2: Can wait awhile,
mid",Cannot Reproduce.,"Long: https://trello.com/c/JXWCMr2W/51-left-clicking-updater-window-hides-it
Short: https://trello.com/c/JXWCMr2W",None
2018-01-02T15:28:22.310Z,2018-07-06T03:46:21.998Z,Webcam is always in use after Discord start,"Reported by rgiyf#3668

####Steps to reproduce:
- Open powertop and go to device stats tab 
- Open Discord Linux Canary 0.0.39 
- Watch webcam device usage in powertop

####Expected result:
Webcam only used on Discord startup and when in Video Chat
####Actual result:
Webcam is always in use no matter if you in video chat or not
####Client settings:
Discord Linux Canary 0.0.39
####System settings:
elementary OS Loki (Ubuntu 16.04.3 stack), HP ENVY 6 laptop with HP Truevision HD webcam

7203","### Moved from Discord Verified Bugs to Claimed Fixed by Ghoul on 2018-07-06T03:44:41.174Z


### I tested this bug during the Trello Cleanup Event, and I was not able to reproduce this bug as my webcam light has remained off unless I needed it. I used Ubuntu 18.04 LTS on Dell Latitude E5540 with Discord Canary Build 18226.

Because I was not able to reproduce this bug anymore, I am moving it to Claimed Fixed. - Ghoul on 2018-07-06T03:44:30.548Z


### Can still reproduce as of 3/23/18 - Clayton on 2018-03-23T20:47:52.059Z


### Can reproduce.
Can reproduce to an extent... powertop says that the webcam is being used, but my hardware light begs to differ. / Fedora 27, Canary 0.0.45, Build #9599

Noahkiq#0493 - Bug Bot on 2018-01-26T19:47:19.052Z


### Moved from Cannot Reproduce. to Discord Verified Bugs by Clayton on 2018-01-17T01:41:17.015Z


### Verified. - Clayton on 2018-01-17T01:41:07.834Z


### Moved from User Reported to Cannot Reproduce. by Clayton on 2018-01-09T22:20:57.825Z


### Cannot reproduce. Though a little suspicious, will re-visit. - Clayton on 2018-01-09T22:20:52.455Z


### Can't reproduce.
ASUS G53JW laptop running KDE neon User Edition (based on Ubuntu 16.04 LTS), Discord Canary 0.0.44.  Camera light does not activate when Discord is launched.

simonizor#2560 - Bug Bot on 2018-01-04T03:20:37.037Z


### Can't reproduce.
Ubuntu Artful, Discord Stable 0.0.3. I check the camera usage via the light near the webcam at HP 15ac101-ur laptop

VitalKanev | Happy New Year!#2348 - Bug Bot on 2018-01-03T14:25:42.253Z


### Can reproduce.
Ubuntu 16.04 LTS, Stable 0.0.3

rauf#3260 - Bug Bot on 2018-01-02T15:28:39.711Z


### Can reproduce.
Mint 18 Cinnamon x64 Canary build 9070

Mikesky#3456 - Bug Bot on 2018-01-02T15:28:34.695Z


### Can reproduce.
CR, Archlinux 4.14, Discord canary 0.0.39 ( Build 8860 )

Starshine Dust#2189 - Bug Bot on 2018-01-02T15:28:29.703Z


### Added by Bug Bot on 2018-01-02T15:28:22.310Z","P2: Can wait awhile,
high",Claimed Fixed,"Long: https://trello.com/c/VA81WMCg/52-webcam-is-always-in-use-after-discord-start
Short: https://trello.com/c/VA81WMCg",None
2018-01-09T21:33:47.698Z,2018-04-24T18:49:10.667Z,Animated emojis will pause if the user holds the scroll button while at the bottom of the channel,"Reported by heatingdevice#1212

####Steps to reproduce:
- Open a channel whose messages have an animated emoji visible inside the viewport when you're looking at the most recent message 
- Hold down the button and scroll up so that the emoji is no longer visible 
- Without releasing the button or removing your finger from the TrackPoint, scroll back down to the bottom and keep your TrackPoint angled to scroll downward even though you're at the bottom of the page 
- Observe paused animated emoji

####Expected result:
Animated emojis should play as long as they are visible
####Actual result:
Animated emojis pause until you stop scrolling downward
####Client settings:
Launcher: DiscordCanary 0.0.44 Canary Build: 9120
####System settings:
Arch Linux, up to date as of today (2018-01-02 15:15 EST) on a ThinkPad E470 in KDE Plasma, Relevant xinput configuration:

7550","### Still cannot reproduce even with the additional information given during the CNR event. - Jared on 2018-04-24T18:49:10.668Z


### Moved from Discord Verified Bugs to Cannot Reproduce. by Clayton on 2018-01-10T00:06:29.367Z


### Moved from User Reported to Discord Verified Bugs by Clayton on 2018-01-10T00:06:23.018Z


### Can no longer repro on 0.0.45 - Clayton on 2018-01-10T00:06:14.233Z


### Can reproduce.
ArchLinux (fully up to date as of Jan 10 2018, 00:33 UTC+3), discord canary build 9280, 0.0.44.

ao#5755 - Bug Bot on 2018-01-09T21:34:05.076Z


### Can reproduce.
CR, for me it stops playin until I release the button, works with every mouse button, Discord Canary Build 9280, Ubuntu 17.10

Anorak#5830 - Bug Bot on 2018-01-09T21:34:00.010Z


### Can reproduce.
Ubuntu 16.04.3 - Canary 0.0.44

Sam#8380 - Bug Bot on 2018-01-09T21:33:54.985Z


### Added by Bug Bot on 2018-01-09T21:33:47.698Z",None,Cannot Reproduce.,"Long: https://trello.com/c/bSoYywm2/53-animated-emojis-will-pause-if-the-user-holds-the-scroll-button-while-at-the-bottom-of-the-channel
Short: https://trello.com/c/bSoYywm2",None
2018-01-12T05:45:53.547Z,2020-06-05T05:31:10.801Z,Screen sharing dont work on wayland,"Reported by Xaner4#1507

####Steps to reproduce:
- Use Wayland as display server protocol 
- Start a private call with someone 
- Start to share you screen

####Expected result:
When a screen sharing session is open you can see both app previews, and the actual app you're screensharing. 
####Actual result:
Applications and entire screen display black screen, where only the cursor is visible
####Client settings:
Release Channel: stable, Build Number: 8854, Version Hash: e4b3877fd7dbc32763bed6e711d248b33b30c1e9
####System settings:
Ubuntu 17.10 artful 4.13.0-19-generic

7223","### Can reproduce.
Fedora 27 - 0.0.4

DataFlame#8227 - Bug Bot on 2018-01-19T23:14:50.498Z


### Can reproduce.
My laptop (hp 15-ac101ur) does not support wayland. But as I heard, that this is a bug, I will confirm without reproducing

VitalKanev#2348 - Bug Bot on 2018-01-12T11:02:52.771Z


### Moved from User Reported to Discord Verified Bugs by Clayton on 2018-01-12T05:48:59.707Z


### My bad, repro was on 18.04 @_@, it should still happen on 17.10 though. 

Rewriting result section for clarity.  - Clayton on 2018-01-12T05:47:27.474Z


### Can reproduce.
Can repro Ubuntu 17.10, it's been sitting here for a month, so force approving

IcyPebbles!#5833 - Bug Bot on 2018-01-12T05:46:05.906Z


### Can reproduce.
Fedora 27 - 0.0.4

mymindstorm#5453 - Bug Bot on 2018-01-12T05:46:00.938Z


### Added by Bug Bot on 2018-01-12T05:45:53.547Z","P2: Can wait awhile,
low",Discord Verified Bugs,"Long: https://trello.com/c/7kldUyAe/54-screen-sharing-dont-work-on-wayland
Short: https://trello.com/c/7kldUyAe",None
2018-02-03T05:52:19.663Z,2019-10-01T14:15:59.967Z,"In GNOME 3 notifications, single quotes are replaced with their HTML entity (&#39;)","Reported by grantwu#3796

####Steps to reproduce:
- Have Discord running but not open (switch to a different window) 
- Receive a PM (or a mention) that has a single quote in it

####Expected result:
We should receive a GNOME 3 notification with the PM or mention line.
####Actual result:
Receive a GNOME 3 notification, but with single quotes replaced with &#39;
####Client settings:
Release Channel: stable, Build Number: 9948, Version Hash: 45e33026ec0abdc111e36fa49f032e522ad3934c
####System settings:
Ubuntu 16.04.3, with GNOME Shell, version 3.18.5

8311","### Can reproduce.
Fedora 29, gnome-shell 3.30.2, [BUILD INFO] Release Channel: canary, Build Number: 31400, Version Hash: 9faa8eab930ce174119580adc016c1ef82af76ec

Autoclave#2132 - Bug Bot on 2019-01-28T19:25:36.177Z


### Can reproduce.
Ubuntu 18.04.1 LTS x64, Gnome 3.28.2, Build Number: 30302

Anarchy#4063 - Bug Bot on 2019-01-03T09:49:22.920Z


### Moved from Fix made, not yet released to Discord Verified Bugs by Clayton on 2018-09-29T01:06:51.903Z


### Can reproduce.
Arch Linux 4.15 Discord Canary 13228

Patton#5435 - Bug Bot on 2018-04-05T23:49:08.004Z


### Moved from User Reported to Fix made, not yet released by Clayton on 2018-02-14T00:07:44.047Z


### Based on discussion in discord eng - Clayton on 2018-02-14T00:07:40.422Z


### Can reproduce.
Mint 18.3 With Cinnamon, Discord PTB 10393

Savvy🐺#0001 - Bug Bot on 2018-02-08T21:23:01.008Z


### Can reproduce.
Arch Linux 4.14.11, gnome-shell 3.26.2, Discord Canary build 10228

Joseph#8035 - Bug Bot on 2018-02-04T18:11:58.235Z


### Can reproduce.
Ubuntu 16.04 LTS x64, Canary build 10228

NorbiPeti#1869 - Bug Bot on 2018-02-04T01:04:32.077Z


### Can reproduce.
Ubuntu 16.04 LTS Gnome Build 10161

Vorisi#6974 - Bug Bot on 2018-02-03T05:52:37.030Z


### Can reproduce.
Discord canary build 10210, Arch Linux kernel 4.14.9-1-ARCH, gnome-shell 3.26.2+9+ga3736d3a3-1

glen3b#9285 - Bug Bot on 2018-02-03T05:52:32.027Z


### Can reproduce.
CR, Discord Canary Build 10094, Ubuntu 17.10

Anorak#5830 - Bug Bot on 2018-02-03T05:52:27.023Z


### Added by Bug Bot on 2018-02-03T05:52:19.663Z","P2: Can wait awhile,
high",Discord Verified Bugs,"Long: https://trello.com/c/T8Cqp1Wd/55-in-gnome-3-notifications-single-quotes-are-replaced-with-their-html-entity-39
Short: https://trello.com/c/T8Cqp1Wd",None
